"mít<br><br><a href=""https://www.perplexity.ai/search?q=Explain+what+this+sentence+means+in+simple+terms.+Break+down+grammatical+concepts%3A+Chci+m%C3%ADt+ko%C4%8Dku."" target=""_blank"" style=""color: inherit; text-decoration: none;"">Chci <span style=""color:#06c; font-weight:bold;"">mít</span> kočku.</a>"	"to have<br><br>I want <span style=""color:#06c; font-weight:bold;"">to have</span> a cat."
"do<br><br><a href=""https://www.perplexity.ai/search?q=Explain+what+this+sentence+means+in+simple+terms.+Break+down+grammatical+concepts%3A+Jdu+do+%C5%A1koly."" target=""_blank"" style=""color: inherit; text-decoration: none;"">Jdu <span style=""color:#06c; font-weight:bold;"">do</span> školy.</a>"	into / to<br><br>I am going to school.
"o<br><br><a href=""https://www.perplexity.ai/search?q=Explain+what+this+sentence+means+in+simple+terms.+Break+down+grammatical+concepts%3A+Mluv%C3%ADm+o+%C5%A1kole."" target=""_blank"" style=""color: inherit; text-decoration: none;"">Mluvím <span style=""color:#06c; font-weight:bold;"">o</span> škole.</a>"	"about<br><br>I am talking <span style=""color:#06c; font-weight:bold;"">about</span> school."
"ale<br><br><a href=""https://www.perplexity.ai/search?q=Explain+what+this+sentence+means+in+simple+terms.+Break+down+grammatical+concepts%3A+Je+mal%C3%BD%2C+ale+mil%C3%BD."" target=""_blank"" style=""color: inherit; text-decoration: none;"">Je malý, <span style=""color:#06c; font-weight:bold;"">ale</span> milý.</a>"	"but<br><br>He is small <span style=""color:#06c; font-weight:bold;"">but</span> nice."
"k<br><br><a href=""https://www.perplexity.ai/search?q=Explain+what+this+sentence+means+in+simple+terms.+Break+down+grammatical+concepts%3A+Jdu+k+oknu."" target=""_blank"" style=""color: inherit; text-decoration: none;"">Jdu <span style=""color:#06c; font-weight:bold;"">k</span> oknu.</a>"	to (towards)<br><br>I am going to the window.
"i<br><br><a href=""https://www.perplexity.ai/search?q=Explain+what+this+sentence+means+in+simple+terms.+Break+down+grammatical+concepts%3A+M%C3%A1ma+i+t%C3%A1ta+jsou+tu."" target=""_blank"" style=""color: inherit; text-decoration: none;"">Máma <span style=""color:#06c; font-weight:bold;"">i</span> táta jsou tu.</a>"	also / even<br><br>Mom and also dad are here.
"já<br><br><a href=""https://www.perplexity.ai/search?q=Explain+what+this+sentence+means+in+simple+terms.+Break+down+grammatical+concepts%3A+J%C3%A1+jsem+tady."" target=""_blank"" style=""color: inherit; text-decoration: none;""><span style=""color:#06c; font-weight:bold;"">Já</span> jsem tady.</a>"	"I<br><br><span style=""color:#06c; font-weight:bold;"">I</span> am here."
"jako<br><br><a href=""https://www.perplexity.ai/search?q=Explain+what+this+sentence+means+in+simple+terms.+Break+down+grammatical+concepts%3A+Je+b%C3%ADl%C3%BD+jako+sn%C3%ADh."" target=""_blank"" style=""color: inherit; text-decoration: none;"">Je bílý <span style=""color:#06c; font-weight:bold;"">jako</span> sníh.</a>"	like / as<br><br>It is white like snow.
"moci<br><br><a href=""https://www.perplexity.ai/search?q=Explain+what+this+sentence+means+in+simple+terms.+Break+down+grammatical+concepts%3A+J%C3%A1+mohu+j%C3%ADt."" target=""_blank"" style=""color: inherit; text-decoration: none;"">Já mohu jít.</a>"	can / to be able<br><br>I can go.
"svůj<br><br><a href=""https://www.perplexity.ai/search?q=Explain+what+this+sentence+means+in+simple+terms.+Break+down+grammatical+concepts%3A+M%C3%A1m+sv%C5%AFj+d%C5%AFm."" target=""_blank"" style=""color: inherit; text-decoration: none;"">Mám <span style=""color:#06c; font-weight:bold;"">svůj</span> dům.</a>"	one's own<br><br>I have my own house.
"za<br><br><a href=""https://www.perplexity.ai/search?q=Explain+what+this+sentence+means+in+simple+terms.+Break+down+grammatical+concepts%3A+Pes+je+za+domem."" target=""_blank"" style=""color: inherit; text-decoration: none;"">Pes je <span style=""color:#06c; font-weight:bold;"">za</span> domem.</a>"	"behind<br><br>The dog is <span style=""color:#06c; font-weight:bold;"">behind</span> the house."
"pro<br><br><a href=""https://www.perplexity.ai/search?q=Explain+what+this+sentence+means+in+simple+terms.+Break+down+grammatical+concepts%3A+To+je+pro+tebe."" target=""_blank"" style=""color: inherit; text-decoration: none;"">To je <span style=""color:#06c; font-weight:bold;"">pro</span> tebe.</a>"	"for<br><br>This is <span style=""color:#06c; font-weight:bold;"">for</span> you."
"rok<br><br><a href=""https://www.perplexity.ai/search?q=Explain+what+this+sentence+means+in+simple+terms.+Break+down+grammatical+concepts%3A+Ten+rok+byl+dobr%C3%BD."" target=""_blank"" style=""color: inherit; text-decoration: none;"">Ten <span style=""color:#06c; font-weight:bold;"">rok</span> byl dobrý.</a>"	"year<br><br>That <span style=""color:#06c; font-weight:bold;"">year</span> was good."
"tak<br><br><a href=""https://www.perplexity.ai/search?q=Explain+what+this+sentence+means+in+simple+terms.+Break+down+grammatical+concepts%3A+Je+tak+velk%C3%BD%21"" target=""_blank"" style=""color: inherit; text-decoration: none;"">Je <span style=""color:#06c; font-weight:bold;"">tak</span> velký!</a>"	"so<br><br>It is <span style=""color:#06c; font-weight:bold;"">so</span> big!"
"po<br><br><a href=""https://www.perplexity.ai/search?q=Explain+what+this+sentence+means+in+simple+terms.+Break+down+grammatical+concepts%3A+Jdu+po+pr%C3%A1ci."" target=""_blank"" style=""color: inherit; text-decoration: none;"">Jdu <span style=""color:#06c; font-weight:bold;"">po</span> práci.</a>"	"after<br><br>I go <span style=""color:#06c; font-weight:bold;"">after</span> work."
"oni<br><br><a href=""https://www.perplexity.ai/search?q=Explain+what+this+sentence+means+in+simple+terms.+Break+down+grammatical+concepts%3A+Oni+jsou+doma."" target=""_blank"" style=""color: inherit; text-decoration: none;""><span style=""color:#06c; font-weight:bold;"">Oni</span> jsou doma.</a>"	"they<br><br><span style=""color:#06c; font-weight:bold;"">They</span> are at home."
"co<br><br><a href=""https://www.perplexity.ai/search?q=Explain+what+this+sentence+means+in+simple+terms.+Break+down+grammatical+concepts%3A+Co+je+to%3F"" target=""_blank"" style=""color: inherit; text-decoration: none;""><span style=""color:#06c; font-weight:bold;"">Co</span> je to?</a>"	"what<br><br><span style=""color:#06c; font-weight:bold;"">What</span> is it?"
"když<br><br><a href=""https://www.perplexity.ai/search?q=Explain+what+this+sentence+means+in+simple+terms.+Break+down+grammatical+concepts%3A+Sp%C3%ADm%2C+kdy%C5%BE+pr%C5%A1%C3%AD."" target=""_blank"" style=""color: inherit; text-decoration: none;"">Spím, <span style=""color:#06c; font-weight:bold;"">když</span> prší.</a>"	"when<br><br>I sleep <span style=""color:#06c; font-weight:bold;"">when</span> it rains."
"tento<br><br><a href=""https://www.perplexity.ai/search?q=Explain+what+this+sentence+means+in+simple+terms.+Break+down+grammatical+concepts%3A+Tento+kluk+je+mil%C3%BD."" target=""_blank"" style=""color: inherit; text-decoration: none;""><span style=""color:#06c; font-weight:bold;"">Tento</span> kluk je milý.</a>"	"this<br><br><span style=""color:#06c; font-weight:bold;"">This</span> boy is nice."
"už<br><br><a href=""https://www.perplexity.ai/search?q=Explain+what+this+sentence+means+in+simple+terms.+Break+down+grammatical+concepts%3A+U%C5%BE+jsem+tady."" target=""_blank"" style=""color: inherit; text-decoration: none;""><span style=""color:#06c; font-weight:bold;"">Už</span> jsem tady.</a>"	"already<br><br>I am <span style=""color:#06c; font-weight:bold;"">already</span> here."
"všechen<br><br><a href=""https://www.perplexity.ai/search?q=Explain+what+this+sentence+means+in+simple+terms.+Break+down+grammatical+concepts%3A+M%C3%A1m+v%C5%A1echen+%C4%8Das."" target=""_blank"" style=""color: inherit; text-decoration: none;"">Mám <span style=""color:#06c; font-weight:bold;"">všechen</span> čas.</a>"	"all<br><br>I have <span style=""color:#06c; font-weight:bold;"">all</span> the time."
"jak<br><br><a href=""https://www.perplexity.ai/search?q=Explain+what+this+sentence+means+in+simple+terms.+Break+down+grammatical+concepts%3A+Jak+se+m%C3%A1%C5%A1%3F"" target=""_blank"" style=""color: inherit; text-decoration: none;""><span style=""color:#06c; font-weight:bold;"">Jak</span> se máš?</a>"	"how<br><br><span style=""color:#06c; font-weight:bold;"">How</span> are you?"
"od<br><br><a href=""https://www.perplexity.ai/search?q=Explain+what+this+sentence+means+in+simple+terms.+Break+down+grammatical+concepts%3A+To+je+od+t%C3%A1ty."" target=""_blank"" style=""color: inherit; text-decoration: none;"">To je <span style=""color:#06c; font-weight:bold;"">od</span> táty.</a>"	"from<br><br>That is <span style=""color:#06c; font-weight:bold;"">from</span> dad."
"aby<br><br><a href=""https://www.perplexity.ai/search?q=Explain+what+this+sentence+means+in+simple+terms.+Break+down+grammatical+concepts%3A+J%C3%ADm%2C+aby+byl+klid."" target=""_blank"" style=""color: inherit; text-decoration: none;"">Jím, <span style=""color:#06c; font-weight:bold;"">aby</span> byl klid.</a>"	"so that<br><br>I eat <span style=""color:#06c; font-weight:bold;"">so that</span> there is peace."
"nebo<br><br><a href=""https://www.perplexity.ai/search?q=Explain+what+this+sentence+means+in+simple+terms.+Break+down+grammatical+concepts%3A+%C4%8Caj+nebo+k%C3%A1va%3F"" target=""_blank"" style=""color: inherit; text-decoration: none;"">Čaj <span style=""color:#06c; font-weight:bold;"">nebo</span> káva?</a>"	"or<br><br>Tea <span style=""color:#06c; font-weight:bold;"">or</span> coffee?"
"jeho<br><br><a href=""https://www.perplexity.ai/search?q=Explain+what+this+sentence+means+in+simple+terms.+Break+down+grammatical+concepts%3A+To+je+jeho+auto."" target=""_blank"" style=""color: inherit; text-decoration: none;"">To je <span style=""color:#06c; font-weight:bold;"">jeho</span> auto.</a>"	"his<br><br>That is <span style=""color:#06c; font-weight:bold;"">his</span> car."
"jen<br><br><a href=""https://www.perplexity.ai/search?q=Explain+what+this+sentence+means+in+simple+terms.+Break+down+grammatical+concepts%3A+M%C3%A1m+jen+pivo."" target=""_blank"" style=""color: inherit; text-decoration: none;"">Mám <span style=""color:#06c; font-weight:bold;"">jen</span> pivo.</a>"	"only<br><br>I <span style=""color:#06c; font-weight:bold;"">only</span> have beer."
"jeden<br><br><a href=""https://www.perplexity.ai/search?q=Explain+what+this+sentence+means+in+simple+terms.+Break+down+grammatical+concepts%3A+M%C3%A1m+jeden+d%C5%AFm."" target=""_blank"" style=""color: inherit; text-decoration: none;"">Mám <span style=""color:#06c; font-weight:bold;"">jeden</span> dům.</a>"	"one<br><br>I have <span style=""color:#06c; font-weight:bold;"">one</span> house."
"člověk<br><br><a href=""https://www.perplexity.ai/search?q=Explain+what+this+sentence+means+in+simple+terms.+Break+down+grammatical+concepts%3A+Ten+%C4%8Dlov%C4%9Bk+je+tu."" target=""_blank"" style=""color: inherit; text-decoration: none;"">Ten <span style=""color:#06c; font-weight:bold;"">člověk</span> je tu.</a>"	"person<br><br>That <span style=""color:#06c; font-weight:bold;"">person</span> is here."
"u<br><br><a href=""https://www.perplexity.ai/search?q=Explain+what+this+sentence+means+in+simple+terms.+Break+down+grammatical+concepts%3A+Jsem+u+auta."" target=""_blank"" style=""color: inherit; text-decoration: none;"">Jsem <span style=""color:#06c; font-weight:bold;"">u</span> auta.</a>"	at / by<br><br>I am at the car.
"muset<br><br><a href=""https://www.perplexity.ai/search?q=Explain+what+this+sentence+means+in+simple+terms.+Break+down+grammatical+concepts%3A+Mus%C3%ADm+j%C3%ADt."" target=""_blank"" style=""color: inherit; text-decoration: none;"">Musím jít.</a>"	must / have to<br><br>I must go.
"velký<br><br><a href=""https://www.perplexity.ai/search?q=Explain+what+this+sentence+means+in+simple+terms.+Break+down+grammatical+concepts%3A+D%C5%AFm+je+velk%C3%BD."" target=""_blank"" style=""color: inherit; text-decoration: none;"">Dům je <span style=""color:#06c; font-weight:bold;"">velký</span>.</a>"	"big<br><br>The house is <span style=""color:#06c; font-weight:bold;"">big</span>."
"chtít<br><br><a href=""https://www.perplexity.ai/search?q=Explain+what+this+sentence+means+in+simple+terms.+Break+down+grammatical+concepts%3A+Chci+k%C3%A1vu."" target=""_blank"" style=""color: inherit; text-decoration: none;"">Chci kávu.</a>"	to want<br><br>I want coffee.
"jenž<br><br><a href=""https://www.perplexity.ai/search?q=Explain+what+this+sentence+means+in+simple+terms.+Break+down+grammatical+concepts%3A+To+je+mu%C5%BE%2C+jen%C5%BE+pije."" target=""_blank"" style=""color: inherit; text-decoration: none;"">To je muž, <span style=""color:#06c; font-weight:bold;"">jenž</span> pije.</a>"	who / which<br><br>That is the man who drinks.
"my<br><br><a href=""https://www.perplexity.ai/search?q=Explain+what+this+sentence+means+in+simple+terms.+Break+down+grammatical+concepts%3A+My+jsme+doma."" target=""_blank"" style=""color: inherit; text-decoration: none;""><span style=""color:#06c; font-weight:bold;"">My</span> jsme doma.</a>"	"we<br><br><span style=""color:#06c; font-weight:bold;"">We</span> are at home."
"říci<br><br><a href=""https://www.perplexity.ai/search?q=Explain+what+this+sentence+means+in+simple+terms.+Break+down+grammatical+concepts%3A+Chci+%C5%99%C3%ADci+%22ahoj%22."" target=""_blank"" style=""color: inherit; text-decoration: none;"">Chci <span style=""color:#06c; font-weight:bold;"">říci</span> ""ahoj"".</a>"	"to say<br><br>I want <span style=""color:#06c; font-weight:bold;"">to say</span> ""hello""."
"než<br><br><a href=""https://www.perplexity.ai/search?q=Explain+what+this+sentence+means+in+simple+terms.+Break+down+grammatical+concepts%3A+On+je+v%C4%9Bt%C5%A1%C3%AD+ne%C5%BE+j%C3%A1."" target=""_blank"" style=""color: inherit; text-decoration: none;"">On je větší <span style=""color:#06c; font-weight:bold;"">než</span> já.</a>"	"than<br><br>He is bigger <span style=""color:#06c; font-weight:bold;"">than</span> I."
"pak<br><br><a href=""https://www.perplexity.ai/search?q=Explain+what+this+sentence+means+in+simple+terms.+Break+down+grammatical+concepts%3A+Jdu+dom%C5%AF%2C+pak+sp%C3%ADm."" target=""_blank"" style=""color: inherit; text-decoration: none;"">Jdu domů, <span style=""color:#06c; font-weight:bold;"">pak</span> spím.</a>"	"then<br><br>I go home, <span style=""color:#06c; font-weight:bold;"">then</span> I sleep."
"jít<br><br><a href=""https://www.perplexity.ai/search?q=Explain+what+this+sentence+means+in+simple+terms.+Break+down+grammatical+concepts%3A+Jdu+ven."" target=""_blank"" style=""color: inherit; text-decoration: none;"">Jdu ven.</a>"	to go<br><br>I am going out.
"při<br><br><a href=""https://www.perplexity.ai/search?q=Explain+what+this+sentence+means+in+simple+terms.+Break+down+grammatical+concepts%3A+Sp%C3%ADm+p%C5%99i+filmu."" target=""_blank"" style=""color: inherit; text-decoration: none;"">Spím <span style=""color:#06c; font-weight:bold;"">při</span> filmu.</a>"	during / at<br><br>I sleep during the movie.
"vědět<br><br><a href=""https://www.perplexity.ai/search?q=Explain+what+this+sentence+means+in+simple+terms.+Break+down+grammatical+concepts%3A+J%C3%A1+to+v%C3%ADm."" target=""_blank"" style=""color: inherit; text-decoration: none;"">Já to vím.</a>"	to know<br><br>I know it.
"také<br><br><a href=""https://www.perplexity.ai/search?q=Explain+what+this+sentence+means+in+simple+terms.+Break+down+grammatical+concepts%3A+J%C3%A1+tak%C3%A9+piju."" target=""_blank"" style=""color: inherit; text-decoration: none;"">Já <span style=""color:#06c; font-weight:bold;"">také</span> piju.</a>"	"also<br><br>I <span style=""color:#06c; font-weight:bold;"">also</span> drink."
"dva<br><br><a href=""https://www.perplexity.ai/search?q=Explain+what+this+sentence+means+in+simple+terms.+Break+down+grammatical+concepts%3A+M%C3%A1m+dva+psy."" target=""_blank"" style=""color: inherit; text-decoration: none;"">Mám <span style=""color:#06c; font-weight:bold;"">dva</span> psy.</a>"	"two<br><br>I have <span style=""color:#06c; font-weight:bold;"">two</span> dogs."
"další<br><br><a href=""https://www.perplexity.ai/search?q=Explain+what+this+sentence+means+in+simple+terms.+Break+down+grammatical+concepts%3A+Chci+dal%C5%A1%C3%AD+pivo."" target=""_blank"" style=""color: inherit; text-decoration: none;"">Chci <span style=""color:#06c; font-weight:bold;"">další</span> pivo.</a>"	another / next<br><br>I want another beer.
"před<br><br><a href=""https://www.perplexity.ai/search?q=Explain+what+this+sentence+means+in+simple+terms.+Break+down+grammatical+concepts%3A+Jsem+p%C5%99ed+domem."" target=""_blank"" style=""color: inherit; text-decoration: none;"">Jsem <span style=""color:#06c; font-weight:bold;"">před</span> domem.</a>"	"in front of<br><br>I am <span style=""color:#06c; font-weight:bold;"">in front of</span> the house."
"stát<br><br><a href=""https://www.perplexity.ai/search?q=Explain+what+this+sentence+means+in+simple+terms.+Break+down+grammatical+concepts%3A+Chci+tam+st%C3%A1t."" target=""_blank"" style=""color: inherit; text-decoration: none;"">Chci tam <span style=""color:#06c; font-weight:bold;"">stát</span>.</a>"	"to stand<br><br>I want <span style=""color:#06c; font-weight:bold;"">to stand</span> there."
"nový<br><br><a href=""https://www.perplexity.ai/search?q=Explain+what+this+sentence+means+in+simple+terms.+Break+down+grammatical+concepts%3A+M%C3%A1m+nov%C3%BD+d%C5%AFm."" target=""_blank"" style=""color: inherit; text-decoration: none;"">Mám <span style=""color:#06c; font-weight:bold;"">nový</span> dům.</a>"	"new<br><br>I have a <span style=""color:#06c; font-weight:bold;"">new</span> house."
"vy<br><br><a href=""https://www.perplexity.ai/search?q=Explain+what+this+sentence+means+in+simple+terms.+Break+down+grammatical+concepts%3A+Vy+jste+tady."" target=""_blank"" style=""color: inherit; text-decoration: none;""><span style=""color:#06c; font-weight:bold;"">Vy</span> jste tady.</a>"	you (plural/formal)<br><br>You are here.
"celý<br><br><a href=""https://www.perplexity.ai/search?q=Explain+what+this+sentence+means+in+simple+terms.+Break+down+grammatical+concepts%3A+M%C3%A1m+cel%C3%BD+den."" target=""_blank"" style=""color: inherit; text-decoration: none;"">Mám <span style=""color:#06c; font-weight:bold;"">celý</span> den.</a>"	"whole<br><br>I have the <span style=""color:#06c; font-weight:bold;"">whole</span> day."
"ještě<br><br><a href=""https://www.perplexity.ai/search?q=Explain+what+this+sentence+means+in+simple+terms.+Break+down+grammatical+concepts%3A+Je%C5%A1t%C4%9B+jsem+tu."" target=""_blank"" style=""color: inherit; text-decoration: none;""><span style=""color:#06c; font-weight:bold;"">Ještě</span> jsem tu.</a>"	still / yet<br><br>I am still here.
"ani<br><br><a href=""https://www.perplexity.ai/search?q=Explain+what+this+sentence+means+in+simple+terms.+Break+down+grammatical+concepts%3A+Nem%C3%A1m+ani+k%C3%A1vu."" target=""_blank"" style=""color: inherit; text-decoration: none;"">Nemám <span style=""color:#06c; font-weight:bold;"">ani</span> kávu.</a>"	not even<br><br>I don't even have coffee.
"hodně<br><br><a href=""https://www.perplexity.ai/search?q=Explain+what+this+sentence+means+in+simple+terms.+Break+down+grammatical+concepts%3A+M%C3%A1m+hodn%C4%9B+%C4%8Dasu."" target=""_blank"" style=""color: inherit; text-decoration: none;"">Mám <span style=""color:#06c; font-weight:bold;"">hodně</span> času.</a>"	"a lot<br><br>I have <span style=""color:#06c; font-weight:bold;"">a lot</span> of time."
"její<br><br><a href=""https://www.perplexity.ai/search?q=Explain+what+this+sentence+means+in+simple+terms.+Break+down+grammatical+concepts%3A+To+je+jej%C3%AD+pes."" target=""_blank"" style=""color: inherit; text-decoration: none;"">To je <span style=""color:#06c; font-weight:bold;"">její</span> pes.</a>"	"her<br><br>That is <span style=""color:#06c; font-weight:bold;"">her</span> dog."
"jiný<br><br><a href=""https://www.perplexity.ai/search?q=Explain+what+this+sentence+means+in+simple+terms.+Break+down+grammatical+concepts%3A+Chci+jin%C3%BD+d%C5%AFm."" target=""_blank"" style=""color: inherit; text-decoration: none;"">Chci <span style=""color:#06c; font-weight:bold;"">jiný</span> dům.</a>"	other / different<br><br>I want a different house.
"můj<br><br><a href=""https://www.perplexity.ai/search?q=Explain+what+this+sentence+means+in+simple+terms.+Break+down+grammatical+concepts%3A+To+je+m%C5%AFj+t%C3%A1ta."" target=""_blank"" style=""color: inherit; text-decoration: none;"">To je <span style=""color:#06c; font-weight:bold;"">můj</span> táta.</a>"	"my<br><br>That is <span style=""color:#06c; font-weight:bold;"">my</span> dad."
"první<br><br><a href=""https://www.perplexity.ai/search?q=Explain+what+this+sentence+means+in+simple+terms.+Break+down+grammatical+concepts%3A+Je+to+prvn%C3%AD+den."" target=""_blank"" style=""color: inherit; text-decoration: none;"">Je to <span style=""color:#06c; font-weight:bold;"">první</span> den.</a>"	"first<br><br>It is the <span style=""color:#06c; font-weight:bold;"">first</span> day."
"jejich<br><br><a href=""https://www.perplexity.ai/search?q=Explain+what+this+sentence+means+in+simple+terms.+Break+down+grammatical+concepts%3A+To+je+jejich+d%C5%AFm."" target=""_blank"" style=""color: inherit; text-decoration: none;"">To je <span style=""color:#06c; font-weight:bold;"">jejich</span> dům.</a>"	"their<br><br>That is <span style=""color:#06c; font-weight:bold;"">their</span> house."
"až<br><br><a href=""https://www.perplexity.ai/search?q=Explain+what+this+sentence+means+in+simple+terms.+Break+down+grammatical+concepts%3A+Sp%C3%ADm+a%C5%BE+do+r%C3%A1na."" target=""_blank"" style=""color: inherit; text-decoration: none;"">Spím <span style=""color:#06c; font-weight:bold;"">až</span> do rána.</a>"	until / when<br><br>I sleep until morning.
"podle<br><br><a href=""https://www.perplexity.ai/search?q=Explain+what+this+sentence+means+in+simple+terms.+Break+down+grammatical+concepts%3A+Jdu+podle+mapy."" target=""_blank"" style=""color: inherit; text-decoration: none;"">Jdu <span style=""color:#06c; font-weight:bold;"">podle</span> mapy.</a>"	"according to<br><br>I go <span style=""color:#06c; font-weight:bold;"">according to</span> the map."
"dobrý<br><br><a href=""https://www.perplexity.ai/search?q=Explain+what+this+sentence+means+in+simple+terms.+Break+down+grammatical+concepts%3A+Je+to+dobr%C3%BD+den."" target=""_blank"" style=""color: inherit; text-decoration: none;"">Je to <span style=""color:#06c; font-weight:bold;"">dobrý</span> den.</a>"	"good<br><br>It is a <span style=""color:#06c; font-weight:bold;"">good</span> day."
"mezi<br><br><a href=""https://www.perplexity.ai/search?q=Explain+what+this+sentence+means+in+simple+terms.+Break+down+grammatical+concepts%3A+Jsem+mezi+domy."" target=""_blank"" style=""color: inherit; text-decoration: none;"">Jsem <span style=""color:#06c; font-weight:bold;"">mezi</span> domy.</a>"	"between<br><br>I am <span style=""color:#06c; font-weight:bold;"">between</span> the houses."
"kde<br><br><a href=""https://www.perplexity.ai/search?q=Explain+what+this+sentence+means+in+simple+terms.+Break+down+grammatical+concepts%3A+Kde+jsi%3F"" target=""_blank"" style=""color: inherit; text-decoration: none;""><span style=""color:#06c; font-weight:bold;"">Kde</span> jsi?</a>"	"where<br><br><span style=""color:#06c; font-weight:bold;"">Where</span> are you?"
"ty<br><br><a href=""https://www.perplexity.ai/search?q=Explain+what+this+sentence+means+in+simple+terms.+Break+down+grammatical+concepts%3A+Ty+jsi+tady."" target=""_blank"" style=""color: inherit; text-decoration: none;""><span style=""color:#06c; font-weight:bold;"">Ty</span> jsi tady.</a>"	you (singular)<br><br>You are here.
"však<br><br><a href=""https://www.perplexity.ai/search?q=Explain+what+this+sentence+means+in+simple+terms.+Break+down+grammatical+concepts%3A+Je+teplo%2C+v%C5%A1ak+pr%C5%A1%C3%AD."" target=""_blank"" style=""color: inherit; text-decoration: none;"">Je teplo, <span style=""color:#06c; font-weight:bold;"">však</span> prší.</a>"	however / but<br><br>It is warm, but it is raining.
"dát<br><br><a href=""https://www.perplexity.ai/search?q=Explain+what+this+sentence+means+in+simple+terms.+Break+down+grammatical+concepts%3A+Chci+ti+d%C3%A1t+d%C3%A1rek."" target=""_blank"" style=""color: inherit; text-decoration: none;"">Chci ti <span style=""color:#06c; font-weight:bold;"">dát</span> dárek.</a>"	"to give<br><br>I want <span style=""color:#06c; font-weight:bold;"">to give</span> you a gift."
